"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment"
"14","Copenhagen","Copenhagen Open","02/28/2000","International","Indoor","Hard","Quarterfinals","3","Larsson M.","Ljubicic I.","48","72","6","4","5","7","6","4","","","","","2","1","Completed"
"14","Copenhagen","Copenhagen Open","02/28/2000","International","Indoor","Hard","Quarterfinals","3","Safin M.","Bjorkman J.","38","69","6","4","6","4","","","","","","","2","0","Completed"
"14","Copenhagen","Copenhagen Open","02/28/2000","International","Indoor","Hard","Quarterfinals","3","Vinciguerra A.","Damm M.","80","91","6","3","6","1","","","","","","","2","0","Completed"
"14","Copenhagen","Copenhagen Open","02/28/2000","International","Indoor","Hard","Semifinals","3","Larsson M.","Federer R.","48","58","6","3","7","6","","","","","","","2","0","Completed"
"14","Copenhagen","Copenhagen Open","02/28/2000","International","Indoor","Hard","Semifinals","3","Vinciguerra A.","Safin M.","80","38","6","3","6","0","","","","","","","2","0","Completed"
"14","Copenhagen","Copenhagen Open","02/28/2000","International","Indoor","Hard","The Final","3","Vinciguerra A.","Larsson M.","80","48","6","3","7","6","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Bryan M.","Gaudenzi A.","429","89","6","0","4","6","7","6","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Calatrava A.","Zabaleta M.","178","26","7","6","6","2","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Clavet F.","Woodforde M.","42","126","6","2","6","4","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Fromberg R.","Stark J.","71","352","6","4","6","2","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Gambill J.M.","Alonso J.","63","114","6","4","3","0","","","","","","","1","0","Retired"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Gimelstob J.","Alami K.","96","25","6","4","2","6","7","6","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Goldstein P.","Pavel A.","97","66","6","3","6","4","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Hipfl M.","Srichaphan P.","81","99","7","6","4","6","6","3","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Ilie A.","Chang M.","76","41","7","6","6","4","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Koubek S.","Black B.","33","59","6","4","7","6","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Malisse X.","van Lottum J.","140","90","6","0","2","6","6","1","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Mamiit C.","Mirnyi M.","129","62","3","6","6","3","6","2","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Rafter P.","Gumy H.","17","67","6","2","7","6","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Sa A.","Szymanski J.","100","167","6","3","6","1","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Tieleman L.","Roddick A.","104","NR","7","6","7","5","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","1st Round","3","Woodruff C.","Kratochvil M.","37","136","6","0","6","7","6","4","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Calatrava A.","Bryan M.","178","429","6","3","6","4","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Fromberg R.","Ilie A.","71","76","6","7","6","1","6","4","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Gimelstob J.","Mamiit C.","96","129","1","6","7","6","6","4","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Goldstein P.","Clavet F.","97","42","6","4","6","4","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Koubek S.","Gambill J.M.","33","63","6","1","7","6","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Rafter P.","Hipfl M.","17","81","6","2","7","5","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Sa A.","Malisse X.","100","140","3","6","6","2","7","6","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","2nd Round","3","Woodruff C.","Tieleman L.","37","104","6","1","6","4","","","","","","","2","0","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","Quarterfinals","3","Calatrava A.","Woodruff C.","178","37","6","7","6","3","6","2","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","Quarterfinals","3","Fromberg R.","Gimelstob J.","71","96","4","6","7","6","6","2","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","Quarterfinals","3","Goldstein P.","Rafter P.","97","17","4","6","6","1","6","2","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","Quarterfinals","3","Koubek S.","Sa A.","33","100","6","1","1","6","6","1","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","Semifinals","3","Calatrava A.","Goldstein P.","178","97","6","0","5","7","7","6","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","Semifinals","3","Koubek S.","Fromberg R.","33","71","6","7","6","3","6","2","","","","","2","1","Completed"
"15","Delray Beach","Citrix Tennis Championships","02/28/2000","International","Outdoor","Hard","The Final","3","Koubek S.","Calatrava A.","33","178","6","1","4","6","6","4","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Agenor R.","Gonzalez F.","88","420","6","3","3","6","7","6","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Alvarez E.","Diaz J.","133","87","5","7","6","1","6","3","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Calleri A.","Sargsian S.","138","53","6","4","6","1","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Canas G.","di Pasquale A.","70","57","3","6","6","1","6","4","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Chela J.I.","Marin J.A.","74","73","6","4","6","2","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Garcia A.","Blanco G.","422","77","6","1","7","6","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Gaudio G.","Spottl M.","60","193","6","4","7","6","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Hood M.","Bruguera S.","220","360","7","6","6","4","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Kuerten G.","Lisnard J.","6","146","7","5","6","1","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Massu N.","Meligeni F.","101","28","7","6","1","0","","","","","","","1","0","Retired"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Portas A.","Sanguinetti D.","85","115","6","2","6","3","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Puerta M.","Squillari F.","84","39","6","2","6","2","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Stanoytchev O.","Hantschk M.","103","92","6","3","6","4","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Ulihrach B.","Rios M.","151","7","6","4","7","6","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Vicente F.","Rodriguez M.","46","128","6","4","4","6","6","2","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","1st Round","3","Zib T.","Lopez-Moron A.","111","116","7","6","6","4","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Calleri A.","Alvarez E.","138","133","6","7","6","3","7","6","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Gaudio G.","Garcia A.","60","422","7","5","7","6","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Hood M.","Massu N.","220","101","6","1","6","2","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Kuerten G.","Stanoytchev O.","6","103","6","3","6","4","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Portas A.","Canas G.","85","70","6","4","6","4","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Puerta M.","Chela J.I.","84","74","6","3","2","6","6","3","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Ulihrach B.","Agenor R.","151","88","6","3","1","6","6","3","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","2nd Round","3","Vicente F.","Zib T.","46","111","6","2","6","2","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","Quarterfinals","3","Gaudio G.","Ulihrach B.","60","151","6","2","6","2","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","Quarterfinals","3","Kuerten G.","Calleri A.","6","138","6","4","6","1","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","Quarterfinals","3","Portas A.","Hood M.","85","220","6","4","6","4","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","Quarterfinals","3","Puerta M.","Vicente F.","84","46","6","1","7","5","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","Semifinals","3","Kuerten G.","Portas A.","6","85","6","4","7","6","","","","","","","2","0","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","Semifinals","3","Puerta M.","Gaudio G.","84","60","3","6","6","4","6","2","","","","","2","1","Completed"
"16","Santiago","Chevrolet Cup","02/28/2000","International","Outdoor","Clay","The Final","3","Kuerten G.","Puerta M.","6","84","7","6","6","3","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Chela J.I.","Lopez-Moron A.","73","118","4","6","6","2","6","3","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","di Pasquale A.","Diaz J.","56","91","6","4","6","7","6","4","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","El Aynaoui Y.","Lisnard J.","19","145","6","4","6","2","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Etlis G.","Gonzalez P.","137","NR","6","2","7","6","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Gumy H.","Massu N.","68","97","6","4","6","1","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Hantschk M.","Hadad M.","105","NR","4","6","6","0","6","4","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Kuerten G.","Bruguera S.","5","349","6","4","6","1","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Mantilla F.","Blanco G.","22","77","7","5","6","2","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Portas A.","Canas G.","78","69","6","1","6","4","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Prieto S.","Balcells J.","184","157","7","6","6","7","7","6","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Puerta M.","Cortes J.","72","NR","6","1","6","2","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Rodriguez M.","Marin J.A.","129","74","6","2","7","6","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Sanguinetti D.","Gaudio G.","120","50","6","2","6","4","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Stanoytchev O.","Agenor R.","102","90","6","4","6","7","6","1","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Vicente F.","Tieleman L.","45","101","6","3","6","1","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","1st Round","3","Zib T.","Ulihrach B.","108","138","6","1","7","5","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","di Pasquale A.","Zib T.","56","108","6","4","6","3","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","El Aynaoui Y.","Etlis G.","19","137","6","4","4","6","7","6","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","Hantschk M.","Gumy H.","105","68","6","3","2","6","7","6","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","Kuerten G.","Prieto S.","5","184","6","3","7","5","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","Mantilla F.","Chela J.I.","22","73","6","4","7","5","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","Portas A.","Stanoytchev O.","78","102","6","3","4","6","6","4","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","Puerta M.","Sanguinetti D.","72","120","6","4","6","3","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","2nd Round","3","Vicente F.","Rodriguez M.","45","129","7","5","7","5","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","Quarterfinals","3","El Aynaoui Y.","Portas A.","19","78","6","4","6","1","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","Quarterfinals","3","Kuerten G.","Hantschk M.","5","105","6","2","0","6","7","6","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","Quarterfinals","3","Puerta M.","Mantilla F.","72","22","7","6","6","3","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","Quarterfinals","3","Vicente F.","di Pasquale A.","45","56","6","2","6","1","","","","","","","2","0","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","Semifinals","3","El Aynaoui Y.","Vicente F.","19","45","1","6","7","6","7","6","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","Semifinals","3","Puerta M.","Kuerten G.","72","5","3","6","6","1","7","6","","","","","2","1","Completed"
"17","Bogota","Colombia Open","03/06/2000","International","Outdoor","Clay","The Final","3","Puerta M.","El Aynaoui Y.","72","19","6","4","7","6","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Agassi A.","Ondruska M.","1","162","6","2","6","1","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Black B.","Alami K.","64","26","6","2","6","3","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Clavet F.","Meligeni F.","43","28","6","0","6","3","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Corretja A.","Blake J.","32","236","6","3","6","1","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Costa A.","Goldstein P.","16","83","6","3","6","1","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Ferreira W.","Schalken S.","48","54","6","7","6","4","6","4","","","","","2","1","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Ferrero J.C.","Rafter P.","30","15","6","4","6","2","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Henman T.","Koubek S.","11","21","6","3","7","6","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Hewitt L.","Vacek D.","18","44","6","1","6","7","6","2","","","","","2","1","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Lapentti N.","Ilie A.","8","75","1","6","6","2","6","3","","","","","2","1","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Martin A.","Grosjean S.","60","20","6","4","7","5","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Moya C.","Zabaleta M.","25","27","7","5","7","5","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Pavel A.","Calatrava A.","65","121","6","3","6","4","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Rios M.","Spadea V.","7","29","6","4","6","4","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Sampras P.","Rusedski G.","2","17","6","3","6","4","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","1st Round","3","Woodruff C.","Dosedel S.","34","51","7","5","6","4","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Clavet F.","Agassi A.","43","1","6","1","6","2","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Corretja A.","Sampras P.","32","2","","","","","","","","","","","0","0","Walkover"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Costa A.","Pavel A.","16","65","6","2","6","4","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Ferrero J.C.","Moya C.","30","25","6","1","7","6","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Henman T.","Black B.","11","64","6","1","6","4","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Hewitt L.","Woodruff C.","18","34","3","6","6","2","6","3","","","","","2","1","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Lapentti N.","Ferreira W.","8","48","7","6","2","6","7","5","","","","","2","1","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","2nd Round","3","Rios M.","Martin A.","7","60","7","6","7","6","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","Quarterfinals","3","Costa A.","Corretja A.","16","32","6","2","4","6","7","6","","","","","2","1","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","Quarterfinals","3","Ferrero J.C.","Clavet F.","30","43","6","4","3","6","6","3","","","","","2","1","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","Quarterfinals","3","Henman T.","Lapentti N.","11","8","6","3","6","2","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","Quarterfinals","3","Hewitt L.","Rios M.","18","7","7","6","4","2","","","","","","","1","0","Retired"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","Semifinals","3","Henman T.","Costa A.","11","16","6","3","6","3","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","Semifinals","3","Hewitt L.","Ferrero J.C.","18","30","6","4","6","2","","","","","","","2","0","Completed"
"18","Scottsdale","Franklin Templeton Tennis Classic","03/06/2000","International","Outdoor","Hard","The Final","3","Hewitt L.","Henman T.","18","11","6","4","7","6","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Arazi H.","Agassi A.","34","1","6","3","3","6","6","3","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Black B.","Martin A.","62","59","6","3","6","2","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Chang M.","Ferrero J.C.","40","24","7","5","6","4","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Clavet F.","Ilie A.","42","75","6","7","6","3","6","1","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Corretja A.","Kucera K.","26","38","6","2","6","2","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Costa A.","Koubek S.","13","20","3","6","7","5","6","3","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","di Pasquale A.","Courier J.","53","58","7","5","4","6","7","6","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Dosedel S.","Mantilla F.","51","23","6","4","6","1","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Enqvist T.","Golmard J.","10","48","6","1","6","4","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Escude N.","Pioline C.","30","11","7","5","7","6","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Ferreira W.","Gambill J.M.","46","86","6","4","6","7","6","4","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Grosjean S.","Novak J.","19","41","6","2","6","2","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Haas T.","Saulnier C.","22","144","6","1","6","7","7","5","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Henman T.","Alami K.","9","25","7","5","6","2","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Hewitt L.","Moya C.","12","43","6","4","3","6","6","3","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Hrbaty D.","El Aynaoui Y.","21","16","7","5","6","2","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Ivanisevic G.","Goldstein P.","70","83","6","4","2","6","6","3","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Johansson T.","Clement A.","55","57","6","1","6","3","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Kafelnikov Y.","Spadea V.","3","27","6","1","6","1","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Kuerten G.","Gimelstob J.","6","102","7","5","3","6","6","3","","","","","2","1","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Lapentti N.","Bjorkman J.","8","65","6","3","6","3","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Mirnyi M.","Dent T.","68","229","6","1","6","2","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Norman M.","Squillari F.","5","37","6","3","6","4","","","","","","","2","0","Completed"
"19","Indian Wells","Indian Wells TMS","03/13/2000","Masters","Outdoor","Hard","1st Round","3","Philippoussis M.","Woodruff C.","35","47","6","3","6","4","","","","","","","2","0","Completed"
